#Answer.URL,WEBSITE,Input.Input-URL,Answer.ADDRESS1,Answer.CITY,ANSWER.STATE_NAME,COUNTRY,Answer.ZIP,Answer.MAP_URL,Answer.PHONE,CHAIN,TYPE,OPEN_DATE,Answer.PHOTO_URL,RATING,LAST_VERIFIED,LAT,LNG,HOTELID
TownePlace Suites Sacramento Elk Grove,www.marriott.com,https://www.marriott.com/hotels/travel/sactg-towneplace-suites-sacramento-elk-grove/,??‚????‚?Ì9320 East Stockton Boulevard,Elk Grove,CA,USA,95624,https://www.marriott.com/hotels/maps/travel/sactg-towneplace-suites-sacramento-elk-grove/,,MARRIOTT,CHAIN,2022-01-15,https://cache.marriott.com/marriottassets/marriott/TP/tps-exterior-0010-hor-clsc.jpg?interpolation=progressive-bilinear&downsize=*:256px,0,2022-03-12,38.41906,-121.391685,NULL
TownePlace Suites Sidney,www.marriott.com,https://www.marriott.com/hotels/travel/daytd-towneplace-suites-sidney/,420 Folkerth Avenue,Sidney,OH,USA,45365,https://www.marriott.com/hotels/maps/travel/daytd-towneplace-suites-sidney/,,MARRIOTT,CHAIN,2022-02-01,https://cache.marriott.com/marriottassets/marriott/TP/tp-main-0001-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2022-03-12,40.290272,-84.184685,NULL
"Viewline Resort Snowmass, Autograph Collection",www.marriott.com,https://www.marriott.com/hotels/travel/aseak-viewline-resort-snowmass-autograph-collection/,100 Elbert Lane,Snowmass Village,CO,USA,81615,https://www.marriott.com/hotels/maps/travel/aseak-viewline-resort-snowmass-autograph-collection/,,MARRIOTT,RESORT,2021-12-01,https://i.travelapi.com/hotels/6000000/5280000/5279700/5279655/8fefedc4_b.jpg,0,2022-03-12,39.20607,-106.9533,414789
voco St. James Hotel,www.ihg.com,https://www.ihg.com/voco/hotels/us/en/new-orleans/msysj/hoteldetail,330 Magazine Street,New Orleans,LA,USA,70130,"https://maps.google.com/?ll=29.9497793,-90.0677061",,IHG,BOUTIQUE,2022-01-15,https://i.travelapi.com/hotels/1000000/290000/280400/280392/41d25790_b.jpg,0,2022-03-12,29.94978,-90.067703,170728
17 West Hotel,www.choicehotels.com,https://www.choicehotels.com/oklahoma/tulsa/ascend-hotels/ok001,17 W 7th St,Tulsa,OK,USA,74119,https://www.choicehotels.com/oklahoma/tulsa/ascend-hotels/ok001#hotel-map,,CHOICE,BOUTIQUE,2022-05-01,https://i.travelapi.com/hotels/1000000/50000/40400/40376/ef93b45a_b.jpg,0,2022-06-01,36.149551,-95.989952,124107
Aloft Mountain View,www.marriott.com,https://www.marriott.com/en-us/hotels/sjcam-aloft-mountain-view/overview/,840 E El Camino Real,Mountain View,CA,USA,94040,https://www.google.com/maps/search/?api=1&query=Aloft+Mountain+View,,MARRIOTT,CHAIN,2022-05-01,https://i.travelapi.com/hotels/1000000/430000/424200/424192/754de36f_b.jpg,0,2022-06-01,37.376549,-122.061508,161579
Atwell Suites Miami Brickell,www.ihg.com,https://www.ihg.com/atwellsuites/hotels/us/en/miami/miawl/hoteldetail,145 SW 11th St Building 2,Miami,FL,USA,33130,"https://maps.google.com/?ll=25.7635039,-80.1969135",,IHG,BOUTIQUE,2022-04-01,https://digital.ihg.com/is/image/ihg/atwell-suites-miami-6977276012-4x3,0,2022-06-01,25.763527,-80.196632,NULL
ATWELL SUITES MIAMI BRICKELL,www.ihg.com,https://www.ihg.com/atwellsuites/hotels/us/en/miami/miawl/hoteldetail,145 SW 11th Street,Miami,FL,USA,33130,"https://maps.google.com/?ll=25.7635039,-80.1969135",,IHG,CHAIN,2022-05-01,https://digital.ihg.com/is/image/ihg/atwell-suites-miami-7162958690-4x3,0,2022-06-01,25.763527,-80.196632,NULL
avid hotel Chicago O Hare Des Plaines,www.ihg.com,https://www.ihg.com/avidhotels/hotels/us/en/des-plaines/chita/hoteldetail,1551 E Touhy Ave,Des Plaines,IL,USA,60018,https://www.ihg.com/avidhotels/hotels/us/en/des-plaines/chita/hoteldetail/directions,,IHG,CHAIN,2022-05-10,https://ihg.scene7.com/is/image/ihg/avid-hoteldetails-value-3-up-image1-4x3-800x600,0,2022-06-01,42.00919,-87.884659,NULL
avid hotel Ocala Downtown,www.ihg.com,https://www.ihg.com/avidhotels/hotels/us/en/ocala/ocfav/hoteldetail,1626 S. Pine Avenue,Ocala,FL,USA,34471,https://www.ihg.com/avidhotels/hotels/us/en/ocala/ocfav/hoteldetail,,IHG,CHAIN,2022-05-01,https://digital.ihg.com/is/image/ihg/avid-hotels-ocala-7674896325-16x9,0,2022-06-01,29.172195,-82.141151,NULL
"BLU-Tique, Akron, a Tribute Portfolio Hotel",www.blu-tique.com,https://www.blu-tique.com/,1 S Main st,Akron,OH,USA,44308,https://www.blu-tique.com/area-guide.htm,,MARRIOTT,BOUTIQUE,2022-06-15,https://i.travelapi.com/hotels/39000000/38880000/38874700/38874624/ad25313a_b.jpg,0,2022-06-01,41.084778,-81.516571,3325788
Cambria Hotel Austin Airport,www.choicehotels.com,https://www.choicehotels.com/texas/austin/cambria-hotels/txj47,7800 E Ben White Blvd,Austin,TX,USA,78741,https://www.choicehotels.com/texas/austin/cambria-hotels/txj47#hotel-map,,CHOICE,CHAIN,2022-04-15,https://www.choicehotels.com/hotelmedia/US/TX/austin/TXJ47/2048/TXJ47LobbyRender1_1.webp,0,2022-06-01,30.220198,-97.68956,NULL
Cambria Hotel Nashville Airport,www.cambrianashvilleairport.com,https://www.cambrianashvilleairport.com/,44 Rachel Dr.,Nashville,TN,USA,37214,https://www.cambrianashvilleairport.com/nearby-attractions#mapview,,CHOICE,CHAIN,2022-04-15,"https://res.cloudinary.com/drbgxq5pt/image/fetch/w_768,h_511,q_80/https://www.cambrianashvilleairport.com/resourcefiles/hotelimage/gallery-snippet-05.jpg",0,2022-06-01,36.14473,-86.676178,NULL
Candlewood Suites Nashville South,www.ihg.com,https://www.ihg.com/candlewood/hotels/us/en/nashville/bnacd/hoteldetail,4697 Trousdale Dr,Nashville,TN,USA,37211,https://www.ihg.com/candlewood/hotels/us/en/nashville/bnacd/hoteldetail#map-dir,,IHG,CHAIN,2022-04-01,"https://digital.ihg.com/is/image/ihg/candlewood-suites-nashville-6955914906-2x1?wid=2880&hei=1440&qlt=85,0&resMode=sharp2&op_usm=1.75,0.9,2,0",0,2022-06-01,36.080097,-86.758789,NULL
Canopy by Hilton Boston Downtown,www.hilton.com,https://www.hilton.com/en/hotels/bostnpy-canopy-boston-downtown/,99 Blackstone St,Boston,MA,USA,02109,https://www.hilton.com/en/hotels/bostnpy-canopy-boston-downtown/hotel-location/,,HILTON,CHAIN,2022-03-01,https://www.hilton.com/im/en/BOSTNPY/17043715/canopybos-648r.jpg?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1308&rh=549,0,2022-06-01,42.361748,-71.055771,NULL
Canopy by Hilton New Orleans Downtown,www.hilton.com,https://www.hilton.com/en/hotels/msypypy-canopy-new-orleans-downtown/,1100 Tulane Ave,New Orleans,LA,USA,70112,"http://maps.google.com/?q=1100%20Tulane%20Avenue,%20New%20Orleans,%20Louisiana,%2070112,%20USA",,HILTON,BOUTIQUE,2022-04-15,https://www.hilton.com/im/en/MSYPYPY/16888403/new-orleans-canopy-1510-deluxe-corner-king.jpeg?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=825&rw=1308&rh=549,0,2022-06-01,29.954113,-90.074234,NULL
Cormorant Boutique Hotel,cormorantlajolla.com,https://cormorantlajolla.com/,1110 Prospect St,La Jolla,CA,USA,92037,https://goo.gl/maps/8p6FTAr7HtWdgKPe6,,OTHER,BOUTIQUE,2022-05-01,https://cormorantlajolla.com/wp-content/uploads/2022/04/Blog_Post_1-400x267.jpeg,0,2022-06-01,32.848248,-117.274017,NULL
Costa Azul Suites  Virginia Beach,www.redroof.com,https://www.redroof.com/property/va/virginia-beach/TRC1202,2604 Atlantic Ave,Virginia Beach,VA,USA,23451,https://www.redroof.com/experience/va/costa-azul,,OTHER,CHAIN,2022-05-01,https://i.travelapi.com/hotels/1000000/860000/855700/855678/03bdc7fe_b.jpg,0,2022-06-01,36.854633,-75.977539,201497
"Crowne Plaza Kearney Waterpark, an IHG Hote",www.ihg.com,https://www.ihg.com/crowneplaza/hotels/us/en/kearney/eartm/hoteldetail,707 W Talmadge Rd,Kearney,NE,USA,68845,https://www.ihg.com/crowneplaza/hotels/us/en/kearney/eartm/hoteldetail,,IHG,BUSINESS,2022-05-01,https://digital.ihg.com/is/image/ihg/crowne-plaza-kearney-7444601775-3x2,0,2022-06-01,40.674793,-99.09201,NULL
Delta Hotels Orlando Celebration,www.marriott.com,https://www.marriott.com/hotels/travel/mcodk-delta-hotels-orlando-celebration/,2900 Parkway Blvd,Kissimmee,FL,USA,34747,https://www.marriott.com/hotels/maps/travel/mcodk-delta-hotels-orlando-celebration/,,MARRIOTT,BUSINESS,2022-06-15,https://i.travelapi.com/hotels/1000000/10000/300/256/2ce07cae_b.jpg,0,2022-06-01,28.336262,-81.535385,106870
Element by Westin Milpitas San Jose,www.marriott.com,https://www.marriott.com/en-us/hotels/sjcem-element-san-jose-milpitas/overview/,521 Alder Dr,Milpitas,CA,USA,95035,https://www.google.com/maps/search/?api=1&query=Element+San+Jose+Milpitas,,MARRIOTT,CHAIN,2022-05-01,https://s7d1.scene7.com/is/image/marriotts7prod/el-sjcem-guest-room52769-82792:Pano-Hor?wid=2280&fit=constrain,0,2022-06-01,37.413635,-121.914261,NULL
Embassy Suites by Hilton Atlanta Airport North,www.hilton.com,https://www.hilton.com/en/hotels/atlbwes-embassy-suites-atlanta-airport-north/,4700 Southport Rd,Atlanta,GA,USA,30337,"http://maps.google.com/?q=3450%20International%20Blvd,%20Hapeville,%20Georgia,%2030354,%20USA",,HILTON,CHAIN,2022-04-01,https://i.travelapi.com/hotels/1000000/10000/7400/7345/fc60f9cd_b.jpg,0,2022-06-01,33.627941,-84.463371,122006
Embassy Suites by Hilton Bethesda,www.hilton.com,https://www.hilton.com/en/hotels/dcadees-embassy-suites-bethesda/,6711 Democracy Blvd,Bethesda,MD,USA,20817,"http://maps.google.com/?q=6711%20Democracy%20Blvd.,%20Bethesda,%20Maryland,%2020817,%20USA",,HILTON,BUSINESS,2022-04-15,https://i.travelapi.com/hotels/1000000/20000/17700/17695/64ebd79a_b.jpg,0,2022-06-01,39.022255,-77.138206,122431
Four Points by Sheraton Fort Worth North,www.marriott.com,https://www.marriott.com/hotels/travel/dfwpf-four-points-fort-worth-north/,6828 N Fwy,Fort Worth,TX,USA,76137,https://www.marriott.com/hotels/maps/travel/dfwpf-four-points-fort-worth-north/,,MARRIOTT,BUSINESS,2022-05-01,https://cache.marriott.com/marriottassets/marriott/FP/fp-main-001-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2022-06-01,32.866268,-97.314064,NULL
Hampton Inn Oakhurst-Yosemite,www.hilton.com,https://www.hilton.com/en/hotels/oysoyhx-hampton-oakhurst-yosemite/,40740 CA-41,Oakhurst,CA,USA,93644,"http://maps.google.com/?q=40740%20Highway%2041,%20Oakhurst,%20California,%2093644,%20USA",,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/NoHotel/14076069/king-single-room-new-hampton-prototype-.jpg?impolicy=crop&cw=8152&ch=3422&gravity=NorthWest&xposition=0&yposition=1007&rw=1308&rh=549,0,2022-06-01,37.339539,-119.644852,NULL
Hard Rock Hotel New York,www.hardrockhotels.com,https://www.hardrockhotels.com/new-york/,159 W 48th St,New York,NY,USA,10036,https://www.hardrockhotels.com/new-york/area-guide.aspx,,OTHER,BOUTIQUE,2022-05-01,https://www.hardrockhotels.com/new-york/files/6382/2nd_Floor_Lobby_Reception.jpeg,0,2022-06-01,40.759651,-73.983452,NULL
Hilton Garden Inn Bel Air,www.hilton.com,https://www.hilton.com/en/hotels/balprgi-hilton-garden-inn-bel-air/,4160 Philadelphia Rd,Bel Air,MD,USA,21015,https://www.hilton.com/en/hotels/balprgi-hilton-garden-inn-bel-air/hotel-location/,,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/NoHotel/13866959/exterior-litv3.jpg?impolicy=crop&cw=5000&ch=2104&gravity=NorthWest&xposition=0&yposition=690&rw=1308&rh=549,0,2022-06-01,39.479691,-76.256844,NULL
Hilton Garden Inn Columbus Easton,www.hilton.com,https://www.hilton.com/en/hotels/cmhsugi-hilton-garden-inn-columbus-easton/,3600 Morse Rd,Columbus,OH,USA,43230,https://www.hilton.com/en/hotels/cmhsugi-hilton-garden-inn-columbus-easton/hotel-location/,,HILTON,CHAIN,2022-03-01,https://www.hilton.com/im/en/NoHotel/13866959/exterior-litv3.jpg?impolicy=crop&cw=5000&ch=2104&gravity=NorthWest&xposition=0&yposition=690&rw=1308&rh=549,0,2022-06-01,40.058823,-82.92318,NULL
Hilton Garden Inn Haymarket,www.hilton.com,https://www.hilton.com/en/hotels/iadhmgi-hilton-garden-inn-haymarket/,15001 Washington St,Haymarket,VA,USA,20169,https://www.hilton.com/en/hotels/iadhmgi-hilton-garden-inn-haymarket/hotel-location/,,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/IADHMGI/16712746/exterior-morning-1.jpg?impolicy=crop&cw=5000&ch=2094&gravity=NorthWest&xposition=0&yposition=1120&rw=1308&rh=549,0,2022-06-01,38.812038,-77.636589,NULL
Hilton Garden Inn Jeffersonville,www.hilton.com,https://www.hilton.com/en/hotels/sdfjfgi-hilton-garden-inn-jeffersonville/,4900 Water Tower Road,Jeffersonville,IN,USA,47130,https://www.hilton.com/en/hotels/sdfjfgi-hilton-garden-inn-jeffersonville/hotel-location/,,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/NoHotel/13866959/exterior-litv3.jpg?impolicy=crop&cw=5000&ch=2104&gravity=NorthWest&xposition=0&yposition=690&rw=1308&rh=549,0,2022-06-01,38.332569,-85.694847,NULL
Hilton Garden Inn Temecula,www.hilton.com,https://www.hilton.com/en/hotels/cldtmgi-hilton-garden-inn-temecula/,28210 Jefferson Ave,Temecula,CA,USA,92590,https://www.hilton.com/en/hotels/cldtmgi-hilton-garden-inn-temecula/hotel-location/,,HILTON,CHAIN,2022-04-01,https://www.hilton.com/im/en/CLDTMGI/16710839/52-aam-9517-18-19-20-21.jpg?impolicy=crop&cw=5000&ch=2094&gravity=NorthWest&xposition=0&yposition=948&rw=1308&rh=549,0,2022-06-01,33.501804,-117.154457,NULL
Hilton Garden Inn Toledo Downtown,www.hilton.com,https://www.hilton.com/en/hotels/toldegi-hilton-garden-inn-toledo-downtown/,101 N Summit St,Toledo,OH,USA,43604,https://www.hilton.com/en/hotels/toldegi-hilton-garden-inn-toledo-downtown/hotel-location/,,HILTON,CHAIN,2022-05-01,https://i.travelapi.com/hotels/1000000/20000/13400/13311/2b9c573d_b.jpg,0,2022-06-01,41.648712,-83.536041,117017
Holiday Inn & Suites Atlanta Perimeter-Dunwoody,www.ihg.com,https://www.ihg.com/holidayinn/hotels/us/en/chamblee/atlcm/hoteldetail,4401 Chamblee??‚????‚?ÌDunwoody??‚????‚?ÌRoad,Atlanta,GA,USA,30341,"https://maps.google.com/?q=33.9192624,-84.3148419",,IHG,CHAIN,2022-04-01,"https://digital.ihg.com/is/image/ihg/holiday-inn-hotel-and-suites-chamblee-6599566823-2x1?wid=2880&hei=1440&qlt=85,0&resMode=sharp2&op_usm=1.75,0.9,2,0&qlt=85,0&resMode=sharp2&op_usm=1.75,0.9,2,0",0,2022-06-01,33.918995,-84.314949,NULL
Holiday Inn Express & Suites Bullhead City,www.ihg.com,https://www.ihg.com/holidayinnexpress/hotels/us/en/bullhead-city/ifpaz/hoteldetail,1300 Silver Creek Road,Bullhead City,AZ,USA,86442,https://www.ihg.com/holidayinnexpress/hotels/us/en/bullhead-city/ifpaz/hoteldetail,,IHG,CHAIN,2022-03-01,"https://digital.ihg.com/is/image/ihg/holiday-inn-express-and-suites-bullhead-city-6446673596-2x1?wid=940&hei=470&qlt=85,0&resMode=sharp2&op_usm=1.75,0.9,2,0",0,2022-06-01,35.120735,-114.580139,NULL
Holiday Inn Express & Suites Edmonton SW  Windermere,www.ihg.com,https://www.ihg.com/holidayinnexpress/hotels/us/en/edmonton/yegwm/hoteldetail,6125 Andrews Loop SW,Edmonton,AB,CANADA,T6W3G9,https://www.ihg.com/holidayinnexpress/hotels/us/en/edmonton/yegwm/hoteldetail,,IHG,CHAIN,2022-04-01,"https://digital.ihg.com/is/image/ihg/holiday-inn-express-and-suites-edmonton-6341945618-2x1?wid=940&hei=470&qlt=85,0&resMode=sharp2&op_usm=1.75,0.9,2,0",0,2022-06-01,53.430931,-113.588364,NULL
Holiday Inn Express & Suites Evansville Downtown,www.ihg.com,https://www.ihg.com/holidayinnexpress/hotels/us/en/evansville/evvws/hoteldetail,20 Walnut St,Evansville,IN,USA,47708,https://www.ihg.com/holidayinnexpress/hotels/us/en/evansville/evvws/hoteldetail,,IHG,CHAIN,2022-04-01,"https://digital.ihg.com/is/image/ihg/holiday-inn-express-and-suites-evansville-7551428677-2x1?wid=940&hei=470&qlt=85,0&resMode=sharp2&op_usm=1.75,0.9,2,0",0,2022-06-01,37.96833,-87.573303,NULL
Holiday Inn Express & Suites Houston SW - Rosenberg,www.ihg.com,https://www.ihg.com/holidayinnexpress/hotels/us/en/rosenberg/housn/hoteldetail,1720 Spacek Road,Rosenberg,TX,USA,77471,https://www.ihg.com/holidayinnexpress/hotels/us/en/rosenberg/housn/hoteldetail,,IHG,CHAIN,2022-03-15,"https://digital.ihg.com/is/image/ihg/holiday-inn-express-and-suites-rosenberg-7379497285-2x1?wid=940&hei=470&qlt=85,0&resMode=sharp2&op_usm=1.75,0.9,2,0",0,2022-06-01,29.53846,-95.755371,NULL
Holiday Inn Express & Suites Huntsville  Space Center,www.ihg.com,https://www.ihg.com/holidayinnexpress/hotels/us/en/huntsville/hsvgh/hoteldetail,5101 Governors House Drive,Huntsville,AL,USA,35805,https://www.ihg.com/holidayinnexpress/hotels/us/en/huntsville/hsvgh/hoteldetail,,IHG,CHAIN,2022-03-01,"https://digital.ihg.com/is/image/ihg/holiday-inn-express-and-suites-huntsville-7154953214-2x1?wid=940&hei=470&qlt=85,0&resMode=sharp2&op_usm=1.75,0.9,2,0",0,2022-06-01,34.714451,-86.640678,NULL
Holiday Inn Express & Suites Jacksonville-Camp LeJeune Area,www.ihg.com,https://www.ihg.com/holidayinnexpress/hotels/us/en/jacksonville/oajhi/hoteldetail,139 Moosehaven Road,Jacksonville,NC,USA,28546,"https://maps.google.com/?q=34.779109,-77.396609",,IHG,CHAIN,2022-04-01,https://i.travelapi.com/hotels/5000000/4860000/4854900/4854897/742f33af_b.jpg,0,2022-06-01,34.780788,-77.398605,400468
Holiday Inn Express Gaffney,www.ihg.com,https://www.ihg.com/holidayinnexpress/hotels/us/en/gaffney/gfnsc/hoteldetail,1031 Hyatt S,Gaffney,SC,USA,29340,"https://maps.google.com/?q=35.0836536,-81.7076156",,IHG,CHAIN,2022-05-10,"https://digital.ihg.com/is/image/ihg/holiday-inn-express-gaffney-7052226151-2x1?wid=940&hei=470&qlt=85,0&resMode=sharp2&op_usm=1.75,0.9,2,0",0,2022-06-01,35.083679,-81.707619,NULL
Holiday Inn Express Thomasville,www.ihg.com,https://www.ihg.com/holidayinnexpress/hotels/us/en/thomasville/mobtv/hoteldetail,30040 Highway 43,Thomasville,AL,USA,36784,https://www.ihg.com/holidayinnexpress/hotels/us/en/thomasville/mobtv/hoteldetail,,IHG,CHAIN,2022-05-01,"https://digital.ihg.com/is/image/ihg/holiday-inn-express-thomasville-7146050623-2x1?wid=940&hei=470&qlt=85,0&resMode=sharp2&op_usm=1.75,0.9,2,0",0,2022-06-01,31.878477,-87.744598,NULL
Holiday Inn Gatineau  Ottawa,www.ihg.com,https://www.ihg.com/holidayinn/hotels/us/en/gatineau/yowgn/hoteldetail,7 boulevard du Casino,Ottawa,ON,CANADA,J8Y6V7??‚????‚?Ì,https://www.ihg.com/holidayinn/hotels/us/en/gatineau/yowgn/hoteldetail,,IHG,CHAIN,2022-05-01,"https://digital.ihg.com/is/image/ihg/holiday-inn-gatineau-7685166282-2x1?wid=2880&hei=1440&qlt=85,0&resMode=sharp2&op_usm=1.75,0.9,2,0&qlt=85,0&resMode=sharp2&op_usm=1.75,0.9,2,0",0,2022-06-01,45.448277,-75.729561,NULL
Home2 Suites by Hilton Alamogordo,www.hilton.com,https://www.hilton.com/en/hotels/elpanht-home2-suites-alamogordo/,3450 Mesa Village Dr,Alamogordo,NM,USA,88310,https://www.hilton.com/en/hotels/elpanht-home2-suites-alamogordo/hotel-location/,,HILTON,CHAIN,2022-02-01,https://www.hilton.com/im/en/ELPANHT/15880323/elpanht-drone-exterior.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=825&rw=1308&rh=549,0,2022-06-01,32.933205,-105.973656,NULL
Home2 Suites by Hilton Amarillo East,www.hilton.com,https://www.hilton.com/en/hotels/amaclht-home2-suites-amarillo-east/,7775 I-40,Amarillo,TX,USA,79118,https://www.hilton.com/en/hotels/amaclht-home2-suites-amarillo-east/hotel-location/,,HILTON,CHAIN,2022-01-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1308&rh=549,0,2022-06-01,35.193344,-101.753494,NULL
Home2 Suites by Hilton Anaheim Resort,www.hilton.com,https://www.hilton.com/en/hotels/snaaeht-home2-suites-anaheim-resort/,1441 S Manchester Ave,Anaheim,CA,USA,92802,https://www.hilton.com/en/hotels/snaaeht-home2-suites-anaheim-resort/hotel-location/,,HILTON,CHAIN,2022-01-01,https://www.hilton.com/im/en/MultiHotel/15548244/aam-3926-7-8.jpg?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1308&rh=549,0,2022-06-01,33.811642,-117.91259,NULL
Home2 Suites by Hilton Baton Rouge Citiplace,www.hilton.com,https://www.hilton.com/en/hotels/btrciht-home2-suites-baton-rouge-citiplace/,2552 CitiPlace Court,Baton Rouge,LA,USA,70808,https://www.hilton.com/en/hotels/btrciht-home2-suites-baton-rouge-citiplace/hotel-location/,,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1046&rh=439,0,2022-06-01,30.422836,-91.130394,NULL
Home2 Suites by Hilton Bentonville Rogers,www.hilton.com,https://www.hilton.com/en/hotels/xnabrht-home2-suites-bentonville-rogers/,3100 SE E Pointe Ave,Bentonville,AR,USA,72712,https://www.hilton.com/en/hotels/xnabrht-home2-suites-bentonville-rogers/hotel-location/,,HILTON,CHAIN,2022-02-01,https://i.travelapi.com/hotels/1000000/920000/919800/919727/81641295_b.jpg,0,2022-06-01,36.354698,-94.175743,213222
Home2 Suites by Hilton Blacksburg,www.hilton.com,https://www.hilton.com/en/hotels/roabbht-home2-suites-blacksburg/,1321 Rugby Lane,Blacksburg,VA,USA,24060,https://www.hilton.com/en/hotels/roabbht-home2-suites-blacksburg/hotel-location/,,HILTON,CHAIN,2022-03-01,https://www.hilton.com/im/en/ROABBHT/16500172/19-dsc-6291-2-3.jpg?impolicy=crop&cw=4600&ch=1931&gravity=NorthWest&xposition=0&yposition=584&rw=1046&rh=439,0,2022-06-01,37.216621,-80.404594,NULL
Home2 Suites by Hilton Bloomington Normal,www.hilton.com,https://www.hilton.com/en/hotels/bminoht-home2-suites-bloomington-normal/,1781 Bradford Ln,Normal,IL,USA,61761,https://www.hilton.com/en/hotels/bminoht-home2-suites-bloomington-normal/hotel-location/,,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/MIAWAHT/11461271/tribeca-1king-studio-prototype.tif?impolicy=crop&cw=5992&ch=2515&gravity=NorthWest&xposition=0&yposition=742&rw=1308&rh=549,0,2022-06-01,40.535831,-88.993629,NULL
Home2 Suites by Hilton Blythewood,www.hilton.com,https://www.hilton.com/en/hotels/caebwht-home2-suites-blythewood/,92 Creech Rd,Blythewood,SC,USA,29016,https://www.hilton.com/en/hotels/caebwht-home2-suites-blythewood/hotel-location/,,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/CAEBWHT/16962954/ct5-8422-3-4-5-6.jpg?impolicy=crop&cw=5000&ch=2085&gravity=NorthWest&xposition=0&yposition=629&rw=1046&rh=439,0,2022-06-01,34.213718,-80.980415,NULL
Home2 Suites by Hilton Bryant Little Rock,www.hilton.com,https://www.hilton.com/en/hotels/frnarht-home2-suites-bryant-little-rock/,2612 Span Way,Bryant,AR,USA,72022,https://www.hilton.com/en/hotels/frnarht-home2-suites-bryant-little-rock/hotel-location/,,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1046&rh=439,0,2022-06-01,34.619423,-92.500534,NULL
Home2 Suites by Hilton East Hanover,www.hilton.com,https://www.hilton.com/en/hotels/ewrehht-home2-suites-east-hanover/,170 NJ-10,East Hanover,NJ,USA,07936,https://www.hilton.com/en/hotels/ewrehht-home2-suites-east-hanover/hotel-location/,,HILTON,CHAIN,2022-04-01,https://www.hilton.com/im/en/EWREHHT/16235449/dsc-5933-4-5.jpg?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1308&rh=549,0,2022-06-01,40.809052,-74.378769,NULL
Home2 Suites by Hilton Hayward,www.hilton.com,https://www.hilton.com/en/hotels/oakhyht-home2-suites-hayward/,22101 Hesperian Blvd,Hayward,CA,USA,94541,https://www.hilton.com/en/hotels/oakhyht-home2-suites-hayward/hotel-location/,,HILTON,CHAIN,2022-03-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1308&rh=549,0,2022-06-01,37.659351,-122.114899,NULL
Home2 Suites by Hilton Houston Medical Center,www.hilton.com,https://www.hilton.com/en/hotels/houahht-home2-suites-houston-medical-center/,6840 Almeda Rd,Houston,TX,USA,77030,https://www.hilton.com/en/hotels/houahht-home2-suites-houston-medical-center/hotel-location/,,HILTON,CHAIN,2022-02-01,https://www.hilton.com/im/en/MultiHotel/16268764/houal-houah-exterior-day.jpg?impolicy=crop&cw=4600&ch=1935&gravity=NorthWest&xposition=0&yposition=1165&rw=1308&rh=549,0,2022-06-01,29.704609,-95.385262,NULL
Home2 Suites by Hilton Johnson City,www.hilton.com,https://www.hilton.com/en/hotels/trijoht-home2-suites-johnson-city/,190 Heart Driv,Johnson City,TN,USA,37604,https://www.hilton.com/en/hotels/trijoht-home2-suites-johnson-city/hotel-location/,,HILTON,CHAIN,2022-03-01,https://www.hilton.com/im/en/TRIJOHT/16205541/home2suites-29-.jpg?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=419&rw=1046&rh=439,0,2022-06-01,36.331482,-82.404282,NULL
